script,arch,variant,mode,window_s,seed,fold,test_subjects,exercise_pw_f1,exercise_pw_balacc,exercise_ps_f1,exercise_ps_balacc,phase_f1,phase_balacc,fatigue_mae,fatigue_r,reps_mae,val_total,n_test_windows,n_test_sets,best_hps_json
sweep_raw,cnn1d_raw,raw,phase,5.0,7,aggregate,,,,,,0.3561034891935468,0.38879596252576254,,,,-0.017702480954963636,,,"{""lr"": 0.0020512599422151364, ""weight_decay"": 6.235377135673162e-06, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.1463476238100519}"
sweep_raw,cnn1d_raw,raw,phase,5.0,1337,aggregate,,,,,,0.3810205071570503,0.40318095268111787,,,,-0.013179267504858483,,,"{""lr"": 0.0020512599422151364, ""weight_decay"": 6.235377135673162e-06, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.1463476238100519}"
sweep_raw,cnn1d_raw,raw,fatigue,2.0,42,aggregate,,,,,,,,0.8893983133082486,0.4406867499116555,,0.44628839121198827,,,"{""lr"": 0.0016436953833825982, ""weight_decay"": 0.002628962027397145, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.1229541209941698}"
sweep_raw,cnn1d_raw,raw,fatigue,2.0,7,aggregate,,,,,,,,0.9044994561462127,0.45483008196107794,,0.4493390736116914,,,"{""lr"": 0.0016436953833825982, ""weight_decay"": 0.002628962027397145, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.1229541209941698}"
sweep_raw,cnn1d_raw,raw,fatigue,2.0,1337,aggregate,,,,,,,,0.9178640931799096,0.3969006630672557,,0.45904451948922453,,,"{""lr"": 0.0016436953833825982, ""weight_decay"": 0.002628962027397145, ""batch_size"": 64, ""repr_dim"": 64, ""dropout"": 0.1229541209941698}"
sweep_raw,cnn1d_raw,raw,fatigue,1.0,42,aggregate,,,,,,,,0.8914470719905083,0.43110223235733774,,0.4488761955495854,,,"{""lr"": 0.004451885847988471, ""weight_decay"": 0.0014566096837677405, ""batch_size"": 256, ""repr_dim"": 128, ""dropout"": 0.23905337219863315}"
sweep_raw,cnn1d_raw,raw,fatigue,1.0,7,aggregate,,,,,,,,0.9319046038690739,0.3491527765734715,,0.46273457557552816,,,"{""lr"": 0.004451885847988471, ""weight_decay"": 0.0014566096837677405, ""batch_size"": 256, ""repr_dim"": 128, ""dropout"": 0.23905337219863315}"
sweep_raw,cnn1d_raw,raw,fatigue,1.0,1337,aggregate,,,,,,,,0.9742744151630397,0.3622155982654026,,0.4913010324966246,,,"{""lr"": 0.004451885847988471, ""weight_decay"": 0.0014566096837677405, ""batch_size"": 256, ""repr_dim"": 128, ""dropout"": 0.23905337219863315}"
sweep_raw,cnn1d_raw,raw,fatigue,5.0,42,aggregate,,,,,,,,0.89907168729363,0.43190002342033845,,0.45008548274161103,,,"{""lr"": 0.004439102767051397, ""weight_decay"": 0.001260466458564947, ""batch_size"": 32, ""repr_dim"": 128, ""dropout"": 0.23013213230530574}"
sweep_raw,cnn1d_raw,raw,fatigue,5.0,7,aggregate,,,,,,,,0.8963607848574833,0.4338327807024244,,0.4486158633330918,,,"{""lr"": 0.004439102767051397, ""weight_decay"": 0.001260466458564947, ""batch_size"": 32, ""repr_dim"": 128, ""dropout"": 0.23013213230530574}"
sweep_raw,cnn1d_raw,raw,fatigue,5.0,1337,aggregate,,,,,,,,0.9437275901422536,0.38257327654916246,,0.47669863763992815,,,"{""lr"": 0.004439102767051397, ""weight_decay"": 0.001260466458564947, ""batch_size"": 32, ""repr_dim"": 128, ""dropout"": 0.23013213230530574}"
sweep_raw,cnn1d_raw,raw,reps,2.0,42,aggregate,,,,,,,,,,0.2561578833299293,-0.9940374631487832,,,"{""lr"": 0.003848428979966612, ""weight_decay"": 6.624607857200549e-05, ""batch_size"": 128, ""repr_dim"": 256, ""dropout"": 0.41560290104746045}"
