slug,variant,arch,window_s,val_total,exercise_f1,exercise_f1_std,phase_f1,phase_f1_std,fatigue_mae,fatigue_mae_std,fatigue_pearson,reps_mae,reps_mae_std
v16tight-mlp-w5s-features,features,mlp,5,1.1153312516188068,0.5283491954013136,0.10998889689615277,0.32807839503150593,0.031170039430499712,1.6888390211467195,0.18634550031523767,0.22121122007828126,0.2230574581544244,0.06412821454611355
v16tight-tcn_raw-w5s-raw,raw,tcn_raw,5,1.2580359434616362,0.1686719239669997,0.05465300728392907,0.22842415453275067,0.03846133607096561,1.0646779585966248,0.22896215329729072,0.32229745077592675,0.5392355413255083,0.12141316772086505
