pipeline,category,slug,arch,variant,window_s,tasks,modality_dropped,cv_scheme,n_folds,n_seeds,exercise_f1_mean,exercise_f1_std,phase_f1_mean,phase_f1_std,fatigue_mae_mean,fatigue_mae_std,fatigue_pearson_mean,fatigue_pearson_std,reps_mae_mean,reps_mae_std,val_total_mean,val_total_std
v20_raw,single-task,v20_st-reps-w2s-lstm_raw,lstm_raw,raw,2.0,reps,none,LOSO 10-fold,10,3,,,,,,,,,0.21359522382011864,0.04072228253719259,-1.1403950287534534,0.13005062754261862
v20_raw,single-task,v20_st-reps-w2s-tcn_raw,tcn_raw,raw,2.0,reps,none,LOSO 10-fold,10,3,,,,,,,,,0.19497593341638478,0.028170866506524252,-1.2078790150377914,0.13078646745764416
v20_raw,single-task,v20_st-reps-w5s-cnn1d_raw,cnn1d_raw,raw,5.0,reps,none,LOSO 10-fold,10,3,,,,,,,,,0.39027149127504823,0.07979675215600263,-0.5058160245418548,0.169322519353563
v20_raw,single-task,v20_st-reps-w5s-cnn_lstm_raw,cnn_lstm_raw,raw,5.0,reps,none,LOSO 10-fold,10,3,,,,,,,,,0.3884465619172488,0.08167224579769897,-0.510928147037824,0.15365687884449217
v20_raw,single-task,v20_st-reps-w5s-lstm_raw,lstm_raw,raw,5.0,reps,none,LOSO 10-fold,10,3,,,,,,,,,0.5158536801596452,0.11977230182294757,-0.3029137194156647,0.14835460667219977
v20_raw,single-task,v20_st-reps-w5s-tcn_raw,tcn_raw,raw,5.0,reps,none,LOSO 10-fold,10,3,,,,,,,,,0.5188951215154728,0.1112631697846766,-0.30894691149393716,0.14741476470093964
v18_features_newacc,multi,v18new-multi-mlp-w1s,mlp,features,1,all 4,none,LOSO 10-fold,10,3,0.5477331536932231,0.13584494436985864,0.3386252513098485,0.027918993820716654,1.1893704837935384,0.2706063911040401,0.28552346974512666,0.2602734248508615,0.17189874816731712,0.03264587292026662,0.34270805160672696,0.6600312698776386
v18_features_newacc,multi,v18new-multi-mlp-w2s,mlp,features,2,all 4,none,LOSO 10-fold,10,3,0.5451973783779461,0.14324548321697517,0.33822983836034065,0.030834277465954404,1.1797003521025582,0.27929484803116567,0.28921729602005963,0.26357475582571493,0.17715368058209652,0.038930044779209604,0.3806757558738302,0.676045666732633
v18_features_newacc,multi,v18new-multi-mlp-w5s,mlp,features,5,all 4,none,LOSO 10-fold,10,3,0.5568210358505202,0.13749061836135115,0.3432026692970267,0.04399255027746062,1.260251869408802,0.2664220940759814,0.2751773790088822,0.2343756669304913,0.18858933268896028,0.034996490874943866,0.4619919747114182,0.5194001610825606
v18_features_newacc,multi,v18new-multi-lstm-w1s,lstm,features,1,all 4,none,LOSO 10-fold,10,3,0.29942156304247114,0.1262276275071929,0.2965599785924565,0.056565695745141774,1.0415175869875617,0.23739077620231663,0.21033928343105152,0.22382223175418478,0.15997203392702858,0.06434949917211817,-0.48168172867196674,0.38956008214164434
v18_features_newacc,multi,v18new-multi-lstm-w2s,lstm,features,2,all 4,none,LOSO 10-fold,10,3,0.3515767485465949,0.0846959910631677,0.33281199750909957,0.03484831729340392,0.9846266115091772,0.20649238027935954,0.23418437050808247,0.19628666060204178,0.14438452194912899,0.050743165761411975,-0.6114040128197853,0.2411733110611853
