slug,seed,fold,test_subjects,val_total,exercise_f1,exercise_balanced_acc,exercise_n,phase_f1,phase_balanced_acc,phase_n,fatigue_mae,fatigue_pearson,fatigue_n,reps_mae,reps_n
v17abl-drop_ppg-lstm-w2s,1337,5,,-0.5119629152660263,0.11171366594360087,0.25,358,0.21636240703177823,0.3333333333333333,333,0.9939333100558659,0.07833254168601081,358,0.15360843966973114,332
v17abl-drop_ppg-lstm-w2s,1337,6,,-0.34723925590515137,0.14425770308123248,0.25,254,0.2123015873015873,0.3333333333333333,229,0.6308439960629921,-0.12166258439219084,254,0.23245914509262597,228
v17abl-drop_ppg-lstm-w2s,1337,7,,-0.12279067450011803,0.15046296296296297,0.3333333333333333,302,0.2216216216216216,0.3333333333333333,247,1.0471724958609272,-0.16370739412005342,302,0.19602781968305305,245
v17abl-drop_ppg-lstm-w2s,1337,8,,-0.49672769832611086,0.2546471531676022,0.22635016811431774,375,0.22741372204507493,0.42118962280252603,375,0.7583229166666666,-0.054242533568607726,375,0.20228363696485757,375
v17abl-drop_ppg-lstm-w2s,1337,9,,-0.03649263504223946,0.11,0.25,624,0.2335550628233555,0.3333333333333333,586,0.6192157451923077,0.16754871026859686,624,0.2293743356029527,585
v17abl-drop_ppg-lstm-w2s,42,0,,-0.3541394568512542,0.10751295336787564,0.25,303,0.24140350877192984,0.5,303,0.9794116130363036,0.4024011979422699,303,0.2396349795300993,303
v17abl-drop_ppg-lstm-w2s,42,1,,-0.252652864397308,0.11428571428571428,0.25,324,0.2254059216809933,0.3333333333333333,231,1.1359833140432098,0.18652343064019322,324,0.28647753836489037,228
v17abl-drop_ppg-lstm-w2s,42,2,,0.38381334355002955,0.13373493975903614,0.25,304,0.21266427718040623,0.3333333333333333,190,1.3969084087171053,0.11140859015605355,304,0.19473958615572218,187
v17abl-drop_ppg-lstm-w2s,42,3,,-0.39610466250666865,0.11507128309572301,0.25,378,0.25296558172149824,0.33064516129032256,298,1.1751095403439153,-0.08810036281312167,378,0.17218688280653147,295
v17abl-drop_ppg-lstm-w2s,42,4,,-0.16019694630985595,0.13240740740740742,0.25,397,0.20102564102564102,0.3333333333333333,227,0.9322752676322418,0.037556495726375455,397,0.17635095525986036,222
